page_id,name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
18271,Marlo Chandler (Earth-616),\/Marlo_Chandler_(Earth-616),Public Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,Bisexual Characters,Living Characters,131,Sep-88,1988
45178,Percival Pinkerton (Earth-616),\/Percival_Pinkerton_(Earth-616),Public Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,130,Jul-64,1964
7127,Quintavius Quire (Earth-616),\/Quintavius_Quire_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,130,Jan-03,2003
1881,Marla Madison (Earth-616),\/Marla_Madison_(Earth-616),No Dual Identity,,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,129,Nov-76,1976
37620,Cletus Kasady (Earth-616),\/Cletus_Kasady_(Earth-616),Public Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,129,Feb-91,1991
10485,Supreme Intelligence (Earth-616),\/Supreme_Intelligence_(Earth-616),No Dual Identity,Neutral Characters,Yellow Eyes,Green Hair,Male Characters,,Living Characters,128,Aug-67,1967
1090,Aragorn (Earth-616),\/Aragorn_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Living Characters,128,Jan-68,1968
16003,Betty Dean (Earth-616),\/Betty_Dean_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,127,Jan-40,1940
1916,Karnilla (Earth-616),\/Karnilla_(Earth-616),Secret Identity,Neutral Characters,Purple Eyes,Black Hair,Female Characters,,Living Characters,127,Aug-64,1964
2596,Jacqueline Falsworth (Earth-616),\/Jacqueline_Falsworth_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,127,Jul-76,1976
1267,Caliban (Earth-616),\/Caliban_(Earth-616),Secret Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Deceased Characters,127,Aug-81,1981
1686,Isaac Christians (Earth-616),\/Isaac_Christians_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,127,Apr-81,1981
4011,Brock Rumlow (Earth-616),\/Brock_Rumlow_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,126,Oct-89,1989
2434,Paul Norbert Ebersol (Earth-616),\/Paul_Norbert_Ebersol_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,125,Feb-66,1966
1078,Annihilus (Earth-616),\/Annihilus_(Earth-616),No Dual Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,,Living Characters,125,Nov-68,1968
43031,Red Sonja (Earth-616),\/Red_Sonja_(Earth-616),Public Identity,Good Characters,Brown Eyes,Red Hair,Female Characters,,Deceased Characters,125,Feb-73,1973
1876,Jonathan Hart (Earth-616),\/Jonathan_Hart_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,125,Mar-76,1976
22326,Bambina Arbogast (Earth-616),\/Bambina_Arbogast_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,125,Jan-79,1979
1488,Sooraya Qadir (Earth-616),\/Sooraya_Qadir_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,125,Dec-02,2002
1546,Zeus Panhellenios (Earth-616),\/Zeus_Panhellenios_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,124,Jun-49,1949
19518,Randolph Robertson (Earth-616),\/Randolph_Robertson_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,124,Dec-68,1968
1068,Yao (Earth-616),\/Yao_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,122,Jun-61,1961
1036,Agatha Harkness (Earth-616),\/Agatha_Harkness_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,122,Jan-70,1970
5395,Jack Tarr (Earth-616),\/Jack_Tarr_(Earth-616),Secret Identity,,Black Eyes,Black Hair,Male Characters,,Living Characters,122,Apr-74,1974
6635,Katherine Bishop (Earth-616),\/Katherine_Bishop_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,122,Apr-05,2005
2125,Jason Wyngarde (Earth-616),\/Jason_Wyngarde_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,121,Mar-64,1964
2612,Walter Newell (Earth-616),\/Walter_Newell_(Earth-616),Public Identity,Good Characters,Hazel Eyes,Brown Hair,Male Characters,,Living Characters,121,Sep-67,1967
7584,Joanna Cargill (Earth-616),\/Joanna_Cargill_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,121,May-86,1986
27860,Parker Robbins (Earth-616),\/Parker_Robbins_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,121,Jul-02,2002
2359,Rocket Raccoon (Earth-616),\/Rocket_Raccoon_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,120,Jun-76,1976
68317,Lyja (Earth-616),\/Lyja_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,120,Apr-84,1984
1146,Georges Batroc (Earth-616),\/Georges_Batroc_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,119,Mar-66,1966
2002,Wyatt Wingfoot (Earth-616),\/Wyatt_Wingfoot_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,119,May-66,1966
1254,Henry Camp (Earth-616),\/Henry_Camp_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,119,Nov-74,1974
31525,Peter Quill (Earth-616),\/Peter_Quill_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,119,Jan-76,1976
2110,Marrow (Sarah) (Earth-616),\/Marrow_(Sarah)_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,119,Sep-94,1994
117089,Vision (Jonas) (Earth-616),\/Vision_(Jonas)_(Earth-616),Public Identity,Good Characters,Gold Eyes,No Hair,Male Characters,,Deceased Characters,119,Aug-05,2005
6637,William Kaplan (Earth-616),\/William_Kaplan_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,119,Apr-05,2005
1780,George Stacy (Earth-616),\/George_Stacy_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,118,Jan-68,1968
54511,Mari (Earth-616),\/Mari_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,118,Jan-79,1979
2474,Todd Arliss (Earth-616),\/Todd_Arliss_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,No Hair,Male Characters,,Living Characters,116,Sep-68,1968
1786,Hammerhead (Joseph) (Earth-616),\/Hammerhead_(Joseph)_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,116,Oct-72,1972
1141,Heinrich Zemo (Earth-616),\/Heinrich_Zemo_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,115,Mar-64,1964
1025,Emil Blonsky (Earth-616),\/Emil_Blonsky_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,115,Apr-67,1967
16586,Arcturus Rann (Earth-616),\/Arcturus_Rann_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,115,Jan-79,1979
18175,James Woo (Earth-616),\/James_Woo_(Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,114,Oct-56,1956
1479,Frank Drake (Earth-616),\/Frank_Drake_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,114,Apr-72,1972
1268,Callisto (Earth-616),\/Callisto_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,114,May-83,1983
1463,Dorma (Earth-616),\/Dorma_(Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Auburn Hair,Female Characters,,Deceased Characters,113,Oct-39,1939
2484,Lonnie Lincoln (Earth-616),\/Lonnie_Lincoln_(Earth-616),Public Identity,Bad Characters,Pink Eyes,White Hair,Male Characters,,Living Characters,113,Mar-88,1988
1465,Doop (Earth-616),\/Doop_(Earth-616),No Dual Identity,Good Characters,Variable Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,113,Jul-01,2001
2298,David Alleyne (Earth-616),\/David_Alleyne_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Bisexual Characters,Living Characters,113,Oct-03,2003
1816,Hepzibah (Earth-616),\/Hepzibah_(Earth-616),Secret Identity,Good Characters,Green Eyes,White Hair,Female Characters,,Living Characters,112,Oct-77,1977
1618,Charlie Cluster-7 (Earth-616),\/Charlie_Cluster-7_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,112,Aug-02,2002
2380,Samuel Sawyer (Earth-616),\/Samuel_Sawyer_(Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,,Deceased Characters,111,May-63,1963
2635,Jacques Duquesne (Earth-616),\/Jacques_Duquesne_(Earth-616),Known to Authorities Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,111,Aug-65,1965
1091,Arcade (Earth-616),\/Arcade_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,,Living Characters,111,Jan-78,1978
4703,Mary Walker (Earth-616),\/Mary_Walker_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,111,May-88,1988
2029,Miguel Santos (Earth-616),\/Miguel_Santos_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Homosexual Characters,Living Characters,111,Oct-90,1990
1361,Christopher Summers (Earth-616),\/Christopher_Summers_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,110,Apr-77,1977
9851,Morris Bench (Earth-616),\/Morris_Bench_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,110,Jan-81,1981
1984,David Cannon (Earth-616),\/David_Cannon_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,109,Dec-63,1963
2300,Prosh (Earth-616),\/Prosh_(Earth-616),Secret Identity,Good Characters,Variable Eyes,No Hair,,,Living Characters,109,Jan-88,1988
1825,Roderick Kingsley (Earth-616),\/Roderick_Kingsley_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,108,Jun-80,1980
1124,Dominikos Petrakis (Earth-616),\/Dominikos_Petrakis_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,108,Jan-81,1981
2317,St. John Allerdyce (Earth-616),\/St._John_Allerdyce_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,108,Jan-81,1981
5513,Mary MacPherran (Earth-616),\/Mary_MacPherran_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,108,Jul-84,1984
2593,Rita Wayword (Earth-616),\/Rita_Wayword_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Silver Hair,Female Characters,,Living Characters,108,Sep-85,1985
2561,Angelo Espinosa (Earth-616),\/Angelo_Espinosa_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,108,Oct-94,1994
8930,Layla Miller (Earth-616),\/Layla_Miller_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,108,Sep-05,2005
1610,Leland Owlsley (Earth-616),\/Leland_Owlsley_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,107,Aug-64,1964
2389,Karl Lykos (Earth-616),\/Karl_Lykos_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,107,Aug-69,1969
1877,Jason Macendale Jr. (Earth-616),\/Jason_Macendale_Jr._(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,107,Feb-81,1981
15587,Clay Harder (Earth-616),\/Clay_Harder_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,106,Mar-48,1948
1665,Frigga (Earth-616),\/Frigga_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Living Characters,106,May-63,1963
1849,Ikaris (Eternal) (Earth-616),\/Ikaris_(Eternal)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,106,Jul-76,1976
2119,Jack Power (Earth-616),\/Jack_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,106,Aug-84,1984
1515,Katherine Power (Earth-616),\/Katherine_Power_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Strawberry Blond Hair,Female Characters,,Living Characters,106,Aug-84,1984
7628,Sharon Ventura (Earth-616),\/Sharon_Ventura_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,105,Sep-85,1985
14469,Nico Minoru (Earth-616),\/Nico_Minoru_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,105,Jul-03,2003
29110,Clive Reston (Earth-616),\/Clive_Reston_(Earth-616),Public Identity,,Blue Eyes,Grey Hair,Male Characters,,Living Characters,104,Mar-75,1975
389128,Idie Okonkwo (Earth-616),\/Idie_Okonkwo_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,104,Nov-10,2010
1990,Robert Frank (Earth-616),\/Robert_Frank_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,103,Aug-41,1941
5464,Elizabeth Twoyoungmen (Earth-616),\/Elizabeth_Twoyoungmen_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,103,Dec-83,1983
2637,Everett Thomas (Earth-616),\/Everett_Thomas_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,103,Sep-94,1994
120752,Danger (Earth-616),\/Danger_(Earth-616),No Dual Identity,Good Characters,,No Hair,Female Characters,,Living Characters,103,Mar-05,2005
6636,Dorrek VIII (Earth-616),\/Dorrek_VIII_(Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Homosexual Characters,Living Characters,103,Apr-05,2005
76268,Amadeus Cho (Earth-616),\/Amadeus_Cho_(Earth-616),No Dual Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,103,Jan-06,2006
2314,Phillip Masters (Earth-616),\/Phillip_Masters_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Deceased Characters,102,Nov-62,1962
1509,Joshua Foley (Earth-616),\/Joshua_Foley_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,101,Nov-03,2003
1138,Karl Mordo (Earth-616),\/Karl_Mordo_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,100,Aug-63,1963
1526,Eternity (Earth-616),\/Eternity_(Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,,,Living Characters,100,Nov-65,1965
1183,William Foster (Earth-616),\/William_Foster_(Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,100,Sep-66,1966
18648,Leiko Wu (Earth-616),\/Leiko_Wu_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,100,Oct-75,1975
14479,Chase Stein (Earth-616),\/Chase_Stein_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,100,Jul-03,2003
626857,Howard Hanover (Earth-616),\/Howard_Hanover_(Earth-616),Public Identity,,,Black Hair,Male Characters,,Living Characters,100,,
3936,Louise Grant (Earth-616),\/Louise_Grant_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,99,Sep-46,1946
27054,Grand Vizier (Asgard) (Earth-616),\/Grand_Vizier_(Asgard)_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,99,Sep-65,1965
1632,Pyreus Kril (Earth-616),\/Pyreus_Kril_(Earth-616),Secret Identity,Neutral Characters,White Eyes,Yellow Hair,Male Characters,,Living Characters,99,Jul-74,1974
16583,Acroyear (Earth-616),\/Acroyear_(Earth-616),No Dual Identity,Good Characters,Grey Eyes,No Hair,Male Characters,,Living Characters,99,Jan-79,1979
1955,Yuriko Oyama (Earth-616),\/Yuriko_Oyama_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,99,Aug-83,1983
6638,Elijah Bradley (Earth-616),\/Elijah_Bradley_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,99,Apr-05,2005
2240,Frankie Raye (Earth-616),\/Frankie_Raye_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Female Characters,,Living Characters,98,Nov-75,1975
2078,Jimaine Szardos (Earth-616),\/Jimaine_Szardos_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,98,Apr-76,1976
1165,Bethany Cabe (Earth-616),\/Bethany_Cabe_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,98,Dec-78,1978
4149,Phillip Urich (Earth-616),\/Phillip_Urich_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,98,Jun-95,1995
2495,Delroy Garrett Jr. (Earth-616),\/Delroy_Garrett_Jr._(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,98,Sep-98,1998
3763,Anya Corazon (Earth-616),\/Anya_Corazon_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,98,Aug-04,2004
195422,Victoria Hand (Earth-616),\/Victoria_Hand_(Earth-616),No Dual Identity,Neutral Characters,Hazel Eyes,Black Hair,Female Characters,Homosexual Characters,Deceased Characters,98,Feb-09,2009
1299,Margaret Carter (Earth-616),\/Margaret_Carter_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Female Characters,,Deceased Characters,97,Mar-66,1966
15936,Clay Quartermain (Earth-616),\/Clay_Quartermain_(Earth-616),No Dual Identity,,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,97,Dec-67,1967
1703,Ghost (Earth-616),\/Ghost_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,97,Jun-87,1987
19527,Jill Stacy (Earth-616),\/Jill_Stacy_(Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,97,Jan-97,1997
33266,Abigail Brand (Earth-616),\/Abigail_Brand_(Earth-616),Secret Identity,Good Characters,Green Eyes,Green Hair,Female Characters,,Living Characters,97,Sep-04,2004
107154,Carlie Cooper (Earth-616),\/Carlie_Cooper_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,97,Jan-08,2008
1745,Paul Duval (Earth-616),\/Paul_Duval_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,96,Aug-64,1964
1207,Blastaar (Earth-616),\/Blastaar_(Earth-616),Secret Identity,Bad Characters,Grey Eyes,Grey Hair,Male Characters,,Living Characters,96,May-67,1967
1244,Jericho Drumm (Earth-616),\/Jericho_Drumm_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,96,Sep-73,1973
16285,Ruth Aldine (Earth-616),\/Ruth_Aldine_(Earth-616),Secret Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,96,Jan-05,2005
72375,Azura (Earth-616),\/Azura_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,95,Aug-40,1940
530817,Cyclone (Horse) (Earth-616),\/Cyclone_(Horse)_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,95,Mar-48,1948
239980,Matthew Masters (Earth-616),\/Matthew_Masters_(Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,95,Dec-48,1948
2050,Luna Maximoff (Earth-616),\/Luna_Maximoff_(Earth-616),No Dual Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,95,Mar-82,1982
5684,Silhouette Chord (Earth-616),\/Silhouette_Chord_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,95,Aug-90,1990
1120,Attuma (Earth-616),\/Attuma_(Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,94,Dec-64,1964
2560,Sally Blevins (Earth-616),\/Sally_Blevins_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,94,Aug-86,1986
2584,James Sanders (Earth-616),\/James_Sanders_(Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,93,Oct-69,1969
41819,Denis Nayland Smith (Earth-616),\/Denis_Nayland_Smith_(Earth-616),Secret Identity,Good Characters,,Bald,Male Characters,,Deceased Characters,93,Dec-73,1973
19841,Andreas von Strucker (Earth-616),\/Andreas_von_Strucker_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,93,Jun-85,1985
2475,Patricia Tilby (Earth-616),\/Patricia_Tilby_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,93,Aug-86,1986
7373,Michael Collins (Earth-616),\/Michael_Collins_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,93,Jul-90,1990
17514,Groot (Earth-616),\/Groot_(Earth-616),No Dual Identity,Good Characters,Black Eyes,No Hair,Male Characters,,Living Characters,92,Nov-60,1960
2398,Vashti Cleito-Son (Earth-616),\/Vashti_Cleito-Son_(Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,,Living Characters,92,Sep-65,1965
1748,Eric Williams (Earth-616),\/Eric_Williams_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Grey Hair,Male Characters,,Living Characters,92,May-68,1968
1674,Gaea (Earth-616),\/Gaea_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Living Characters,92,Feb-75,1975
2336,Raza Longknife (Earth-616),\/Raza_Longknife_(Earth-616),Secret Identity,Neutral Characters,One Eye,Orange Hair,Male Characters,,Living Characters,92,Oct-77,1977
2360,Rom (Earth-616),\/Rom_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,92,Dec-79,1979
2520,Selene Gallio (Earth-616),\/Selene_Gallio_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,92,Nov-83,1983
44158,Norman Harold Osborn (Earth-616),\/Norman_Harold_Osborn_(Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,92,Apr-85,1985
2499,Michiko Musashi (Earth-616),\/Michiko_Musashi_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,92,Oct-92,1992
86454,Skaar (Earth-616),\/Skaar_(Earth-616),No Dual Identity,Good Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,92,Jan-08,2008
1573,Ulik (Earth-616),\/Ulik_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,91,Feb-67,1967
19595,Roxanne Simpson (Earth-616),\/Roxanne_Simpson_(Earth-616),Secret Identity,Good Characters,,,Female Characters,,Deceased Characters,91,Aug-72,1972
24456,Sinthea Shmidt (Earth-616),\/Sinthea_Shmidt_(Earth-616),Public Identity,Bad Characters,Brown Eyes,No Hair,Female Characters,,Living Characters,91,Feb-84,1984
1240,George Washington Bridge (Earth-616),\/George_Washington_Bridge_(Earth-616),Secret Identity,Good Characters,Brown Eyes,White Hair,Male Characters,,Deceased Characters,91,Aug-91,1991
14474,Molly Hayes (Earth-616),\/Molly_Hayes_(Earth-616),Secret Identity,Good Characters,Green Eyes,Brown Hair,Female Characters,,Living Characters,90,Jul-03,2003
1341,Klaus Voorhees (Earth-616),\/Klaus_Voorhees_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,89,Nov-63,1963
2395,Vanisher (Earth-616),\/Vanisher_(Earth-616),Secret Identity,Neutral Characters,Green Eyes,Bald,Male Characters,,Living Characters,89,Nov-63,1963
1529,Skurge (Earth-616),\/Skurge_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,88,Apr-64,1964
2028,Arthur Parks (Earth-616),\/Arthur_Parks_(Earth-616),,Bad Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,88,Nov-66,1966
37423,Bernadette Rosenthal (Earth-616),\/Bernadette_Rosenthal_(Earth-616),No Dual Identity,,Green Eyes,Auburn Hair,Female Characters,,Living Characters,88,Jul-80,1980
19541,Nathan Lubensky (Earth-616),\/Nathan_Lubensky_(Earth-616),Public Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,87,Oct-80,1980
1966,David Haller (Earth-616),\/David_Haller_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,87,Mar-85,1985
1148,Lemar Hoskins (Earth-616),\/Lemar_Hoskins_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,87,Nov-86,1986
1776,Donald Pierce (Earth-616),\/Donald_Pierce_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,86,Jan-80,1980
7457,Joseph Chapman (Earth-616),\/Joseph_Chapman_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,86,Jan-81,1981
14482,Karolina Dean (Earth-616),\/Karolina_Dean_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Homosexual Characters,Living Characters,86,Jul-03,2003
3891,Bastion (Earth-616),\/Bastion_(Earth-616),Secret Identity,Bad Characters,Hazel Eyes,White Hair,Male Characters,,Deceased Characters,85,May-96,1996
56164,Kull (Earth-616),\/Kull_(Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Male Characters,,Living Characters,84,Oct-70,1970
2385,Satana Hellstrom (Earth-616),\/Satana_Hellstrom_(Earth-616),No Dual Identity,Bad Characters,Red Eyes,Red Hair,Female Characters,,Living Characters,84,Oct-73,1973
